  1.8659914E-06  1.8659899E-06  1.8659927E-06  1.8659899E-06  1.8659909E-06  1.8659905E-06  1.8659915E-06  1.8659943E-06  1.8659929E-06  1.8659915E-06
  1.8659930E-06  1.8659910E-06  1.8659915E-06  1.8659919E-06  1.8659925E-06  1.8659924E-06  1.8659904E-06  1.8659885E-06  1.8659896E-06  1.8659918E-06
  1.8659891E-06  1.8659923E-06  1.8659915E-06  1.8659932E-06  1.8659897E-06  1.8659913E-06  1.8659888E-06  1.8659909E-06  1.8659910E-06  1.8659915E-06
  1.8659904E-06  1.8659883E-06  1.8659931E-06  1.8659899E-06  1.8659931E-06  1.8659918E-06  1.8659921E-06  1.8659896E-06  1.8659913E-06  1.8659921E-06
  1.8659909E-06  1.8659923E-06  1.8659902E-06  1.8659920E-06  1.8659911E-06  1.8659915E-06  1.8659918E-06  1.8659919E-06  1.8659906E-06  1.8659912E-06
  1.8659920E-06  1.8659922E-06  1.8659930E-06  1.8659910E-06  1.8659909E-06  1.8659923E-06  1.8659918E-06  1.8659908E-06  1.8659914E-06  1.8659913E-06
  1.8659883E-06  1.8659912E-06  1.8659925E-06  1.8659904E-06  1.8659917E-06  1.8659908E-06  1.8659915E-06  1.8659907E-06  1.8659919E-06  1.8659918E-06
  1.8659920E-06  1.8659949E-06  1.8659928E-06  1.8659912E-06  1.8659903E-06  1.8659903E-06  1.8659901E-06  1.8659918E-06  1.8659912E-06  1.8659906E-06
  1.8659909E-06  1.8659920E-06  1.8659915E-06  1.8659948E-06  1.8659901E-06  1.8659921E-06  1.8659926E-06  1.8659902E-06  1.8659914E-06  1.8659923E-06
  1.8659893E-06  1.8659912E-06  1.8659909E-06  1.8659905E-06  1.8659927E-06  1.8659910E-06  1.8659901E-06  1.8659923E-06  1.8659900E-06  1.8659918E-06
  1.8659887E-06  1.8659904E-06  1.8659900E-06  1.8659933E-06  1.8659928E-06  1.8659918E-06  1.8659904E-06  1.8659920E-06  1.8659898E-06  1.8659920E-06
  1.8659920E-06  1.8659923E-06  1.8659920E-06  1.8659928E-06  1.8659909E-06  1.8659903E-06  1.8659905E-06  1.8659892E-06  1.8659904E-06  1.8659935E-06
  1.8659935E-06  1.8659918E-06  1.8659923E-06  1.8659905E-06  1.8659901E-06  1.8659933E-06  1.8659897E-06  1.8659892E-06  1.8659915E-06  1.8659922E-06
  1.8659912E-06  1.8659908E-06  1.8659909E-06  1.8659902E-06  1.8659882E-06  1.8659897E-06  1.8659923E-06  1.8659919E-06  1.8659904E-06  1.8659935E-06
  1.8659931E-06  1.8659923E-06  1.8659912E-06  1.8659918E-06  1.8659918E-06  1.8659907E-06  1.8659920E-06  1.8659914E-06  1.8659892E-06  1.8659915E-06
  1.8659922E-06  1.8659901E-06  1.8659919E-06  1.8659909E-06  1.8659924E-06  1.8659924E-06  1.8659926E-06  1.8659898E-06  1.8659940E-06  1.8659898E-06
  1.8659927E-06  1.8659896E-06  1.8659893E-06  1.8659925E-06  1.8659913E-06  1.8659908E-06  1.8659904E-06  1.8659921E-06  1.8659914E-06  1.8659908E-06
  1.8659905E-06  1.8659915E-06  1.8659898E-06  1.8659931E-06  1.8659931E-06  1.8659909E-06  1.8659922E-06  1.8659926E-06  1.8659911E-06  1.8659925E-06
  1.8659914E-06  1.8659927E-06  1.8659926E-06  1.8659914E-06  1.8659892E-06  1.8659892E-06  1.8659892E-06  1.8659901E-06  1.8659893E-06  1.8659923E-06
  1.8659898E-06  1.8659903E-06  1.8659918E-06  1.8659901E-06  1.8659931E-06  1.8659893E-06  1.8659945E-06  1.8659933E-06  1.8659894E-06  1.8659919E-06
  1.8659908E-06  1.8659899E-06  1.8659924E-06  1.8659902E-06  1.8659901E-06  1.8659909E-06  1.8659910E-06  1.8659889E-06  1.8659915E-06  1.8659887E-06
  1.8659928E-06  1.8659905E-06  1.8659927E-06  1.8659939E-06  1.8659897E-06  1.8659890E-06  1.8659916E-06  1.8659922E-06  1.8659907E-06  1.8659928E-06
  1.8659902E-06  1.8659910E-06  1.8659903E-06  1.8659901E-06  1.8659919E-06  1.8659904E-06  1.8659945E-06  1.8659919E-06  1.8659911E-06  1.8659919E-06
  1.8659911E-06  1.8659903E-06  1.8659904E-06  1.8659880E-06  1.8659917E-06  1.8659920E-06  1.8659912E-06  1.8659910E-06  1.8659895E-06  1.8659890E-06
  1.8659937E-06  1.8659910E-06  1.8659912E-06  1.8659906E-06  1.8659912E-06  1.8659911E-06  1.8659899E-06  1.8659894E-06  1.8659918E-06  1.8659879E-06
  1.8659908E-06  1.8659939E-06  1.8659935E-06  1.8659902E-06  1.8659896E-06  1.8659918E-06  1.8659897E-06  1.8659896E-06  1.8659917E-06  1.8659895E-06
  1.8659915E-06  1.8659899E-06  1.8659899E-06  1.8659921E-06  1.8659894E-06  1.8659904E-06  1.8659918E-06  1.8659921E-06  1.8659908E-06  1.8659904E-06
  1.8659924E-06  1.8659921E-06  1.8659913E-06  1.8659940E-06  1.8659884E-06  1.8659933E-06  1.8659910E-06  1.8659917E-06  1.8659934E-06  1.8659904E-06
  1.8659922E-06  1.8659936E-06  1.8659914E-06  1.8659918E-06  1.8659906E-06  1.8659898E-06  1.8659917E-06  1.8659908E-06  1.8659887E-06  1.8659899E-06
  1.8659917E-06  1.8659926E-06  1.8659910E-06  1.8659925E-06  1.8659919E-06  1.8659901E-06  1.8659935E-06  1.8659913E-06  1.8659909E-06  1.8659898E-06
  1.8659932E-06  1.8659889E-06  1.8659903E-06  1.8659921E-06  1.8659887E-06  1.8659910E-06  1.8659908E-06  1.8659910E-06  1.8659903E-06  1.8659935E-06
  1.8659910E-06  1.8659897E-06  1.8659911E-06  1.8659899E-06  1.8659940E-06  1.8659923E-06  1.8659907E-06  1.8659907E-06  1.8659905E-06  1.8659906E-06
  1.8659906E-06  1.8659890E-06  1.8659904E-06  1.8659923E-06  1.8659933E-06  1.8659915E-06  1.8659904E-06  1.8659906E-06  1.8659910E-06  1.8659915E-06
  1.8659912E-06  1.8659905E-06  1.8659913E-06  1.8659922E-06  1.8659904E-06  1.8659902E-06  1.8659934E-06  1.8659904E-06  1.8659893E-06  1.8659909E-06
  1.8659886E-06  1.8659892E-06  1.8659909E-06  1.8659945E-06  1.8659897E-06  1.8659931E-06  1.8659912E-06  1.8659928E-06  1.8659894E-06  1.8659900E-06
  1.8659910E-06  1.8659919E-06  1.8659940E-06  1.8659888E-06  1.8659925E-06  1.8659892E-06  1.8659931E-06  1.8659913E-06  1.8659914E-06  1.8659923E-06
  1.8659913E-06  1.8659912E-06  1.8659893E-06  1.8659921E-06  1.8659910E-06  1.8659911E-06  1.8659920E-06  1.8659899E-06  1.8659948E-06  1.8659915E-06
  1.8659920E-06  1.8659926E-06  1.8659892E-06  1.8659901E-06  1.8659899E-06  1.8659908E-06  1.8659939E-06  1.8659915E-06  1.8659916E-06  1.8659925E-06
  1.8659915E-06  1.8659902E-06  1.8659921E-06  1.8659917E-06  1.8659911E-06  1.8659883E-06  1.8659926E-06  1.8659902E-06  1.8659930E-06  1.8659924E-06
  1.8659913E-06  1.8659935E-06  1.8659913E-06  1.8659893E-06  1.8659930E-06  1.8659902E-06  1.8659913E-06  1.8659911E-06  1.8659928E-06  1.8659941E-06
  1.8659904E-06  1.8659928E-06  1.8659936E-06  1.8659892E-06  1.8659912E-06  1.8659908E-06  1.8659902E-06  1.8659902E-06  1.8659924E-06  1.8659921E-06
  1.8659936E-06  1.8659912E-06  1.8659905E-06  1.8659898E-06  1.8659909E-06  1.8659916E-06  1.8659932E-06  1.8659899E-06  1.8659907E-06  1.8659904E-06
  1.8659924E-06  1.8659922E-06  1.8659892E-06  1.8659909E-06  1.8659902E-06  1.8659926E-06  1.8659909E-06  1.8659930E-06  1.8659914E-06  1.8659924E-06
